Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,multiple_deliveries,City,distance,time_diff_minutes,Time_taken (min)
67,20.0,4.5,Fog,Jam,1,Drinks,1.0,Metropolitian,7.865136435552706,15,27
68,35.0,4.1,Sandstorms,Jam,1,Buffet,2.0,Metropolitian,13.973991800915686,15,37
69,39.0,4.6,Fog,Jam,1,Drinks,2.0,Metropolitian,13.977593276598125,0,44
70,34.0,4.7,Windy,High,2,Drinks,1.0,Metropolitian,6.060755861981993,10,28
71,27.0,4.7,Cloudy,Jam,2,Snack,1.0,Metropolitian,17.083354037716006,0,42
72,30.0,4.8,Windy,Low,1,Snack,1.0,Metropolitian,17.303295941503084,15,25
73,25.0,4.4,Cloudy,Medium,2,Snack,1.0,Metropolitian,17.07823146436735,5,39
74,25.0,4.7,Stormy,Medium,0,Meal,0.0,Urban,16.823648587497715,5,20
75,30.0,5.0,Stormy,High,1,Buffet,1.0,Metropolitian,2.9804381834443574,5,31
76,24.0,4.6,Stormy,Jam,1,Buffet,0.0,Metropolitian,9.223760611978678,10,13
77,39.0,4.8,Stormy,Jam,1,Meal,0.0,Metropolitian,7.663736198146182,15,28
78,25.0,4.8,Windy,High,1,Snack,1.0,Urban,6.177454726616925,5,19
79,37.0,4.6,Fog,Low,0,Buffet,2.0,Urban,12.213689509128445,15,42
80,24.0,5.0,Fog,Low,0,Drinks,1.0,Metropolitian,1.5531687356367505,5,23
81,25.0,4.2,Stormy,Jam,0,Meal,1.0,Metropolitian,16.908112903187877,15,39
82,32.0,4.6,Stormy,Low,2,Drinks,1.0,Metropolitian,1.5098315909395557,10,25
84,38.0,4.9,Cloudy,Low,2,Drinks,1.0,Urban,3.0260682917068387,15,15
85,36.0,4.8,Sunny,Medium,2,Buffet,0.0,Metropolitian,13.411301480537563,5,15
86,25.0,5.0,Stormy,Jam,1,Meal,0.0,Metropolitian,16.727225452617763,15,15
87,29.0,5.0,Sunny,Low,0,Drinks,0.0,Metropolitian,7.774783507694339,5,18
88,36.0,4.7,Sandstorms,Low,2,Drinks,0.0,Metropolitian,13.778061542703872,10,29
89,33.0,4.7,Fog,Low,0,Snack,0.0,Metropolitian,7.792604432948122,5,20
90,36.0,4.4,Cloudy,High,2,Meal,1.0,Metropolitian,6.219786316456374,15,39
91,21.0,4.8,Windy,Low,0,Snack,0.0,Metropolitian,16.858125364863483,15,19
92,25.0,4.8,Cloudy,Low,1,Snack,1.0,Urban,4.611482795982954,15,19
93,23.0,4.8,Windy,Low,0,Meal,0.0,Metropolitian,19.88611141530413,0,17
94,25.0,4.6,Stormy,Low,2,Snack,1.0,Urban,1.558572515970011,15,15
95,24.0,4.3,Sandstorms,Low,0,Meal,0.0,Urban,3.026282426062492,0,19
96,27.0,4.6,Sandstorms,Jam,0,Buffet,1.0,Metropolitian,13.9763350687796,15,29
97,23.0,4.8,Cloudy,Low,2,Snack,1.0,Urban,16.836189151226236,5,22
98,21.0,4.3,Fog,Jam,1,Drinks,0.0,Metropolitian,20.214141615019862,10,42
99,27.0,4.7,Sandstorms,Low,2,Snack,0.0,Urban,3.0415961472398103,15,12
100,32.0,4.2,Cloudy,Jam,1,Snack,1.0,Metropolitian,20.260143477618477,10,38
101,25.0,4.6,Sunny,Low,0,Drinks,1.0,Metropolitian,16.72654520020036,15,23
102,39.0,4.7,Cloudy,Low,1,Meal,0.0,Metropolitian,2.985487707316054,15,15
103,27.0,4.6,Sunny,Low,0,Snack,1.0,Metropolitian,12.165268283918769,5,24
104,39.0,3.8,Windy,Jam,1,Drinks,0.0,Metropolitian,16.827436461808016,0,37
105,31.0,4.8,Sandstorms,Low,1,Snack,0.0,Metropolitian,7.764993745326693,10,24
106,31.0,4.8,Sunny,Low,2,Buffet,0.0,Metropolitian,9.058697998306204,5,13
107,20.0,4.8,Cloudy,Low,0,Drinks,0.0,Metropolitian,1.5550696811929252,15,16
108,36.0,4.9,Cloudy,Medium,0,Drinks,1.0,Urban,12.077837812734222,10,42
109,20.0,4.9,Sandstorms,Low,0,Meal,1.0,Metropolitian,13.584637060671486,10,17
110,24.0,4.6,Cloudy,Jam,0,Drinks,0.0,Metropolitian,4.471023989943967,15,25
111,29.566910587697237,4.6337736972250205,Fog,Low,3,Snack,0.0,Metropolitian,16.665068216617268,0,25
112,39.0,4.2,Fog,Medium,1,Snack,0.0,Metropolitian,16.640092177580293,5,39
113,37.0,4.8,Sunny,High,2,Meal,0.0,Metropolitian,6.234095895234001,10,18
114,32.0,4.9,Sandstorms,Medium,2,Drinks,1.0,Metropolitian,6.210970252721151,0,28
115,22.0,4.5,Sandstorms,Low,1,Drinks,1.0,Metropolitian,7.46317224989257,15,18
116,23.0,4.9,Windy,Low,1,Meal,0.0,Metropolitian,20.260143477618477,0,18
117,33.0,4.7,Fog,Jam,1,Snack,1.0,Metropolitian,16.606187119744042,10,49
118,23.0,4.6337736972250205,Sunny,Low,0,Drinks,0.0,Metropolitian,4.541746681751278,10,15
119,27.0,4.6,Sunny,Low,0,Drinks,1.0,Metropolitian,12.425112033638571,5,21
120,34.0,4.7,Sunny,High,2,Snack,0.0,Metropolitian,6.12063264777172,15,23
121,26.0,5.0,Fog,Low,2,Meal,1.0,Urban,1.5209092457383782,10,11
122,31.0,4.6,Cloudy,Jam,0,Snack,0.0,Metropolitian,9.090825663431971,15,25
123,32.0,4.9,Fog,Low,2,Snack,0.0,Metropolitian,3.06544911709608,5,18
124,27.0,4.7,Cloudy,Low,1,Buffet,0.0,Metropolitian,3.0260939898667307,0,14
125,21.0,4.9,Windy,Medium,0,Drinks,2.0,Metropolitian,13.977593276598125,0,36
126,28.0,4.8,Fog,Low,1,Drinks,0.0,Metropolitian,7.765539797059501,5,18
127,24.0,4.9,Fog,Medium,1,Meal,1.0,Urban,6.292109292193661,15,17
128,33.0,4.4,Sandstorms,Low,0,Snack,1.0,Metropolitian,1.5373328317058383,10,28
129,20.0,4.6,Fog,Jam,0,Buffet,0.0,Metropolitian,13.977564055866797,15,44
130,31.0,4.3,Windy,Low,0,Snack,1.0,Metropolitian,9.351338196504004,15,20
131,29.566910587697237,4.6337736972250205,Stormy,Low,2,Snack,0.0,Metropolitian,4.598019852780259,0,19
132,36.0,5.0,Fog,Jam,1,Snack,1.0,Metropolitian,10.605796340464469,10,35
133,31.0,4.2,Sandstorms,Jam,0,Meal,1.0,Metropolitian,17.081619522404715,10,50
134,39.0,4.1,Stormy,Jam,1,Meal,1.0,Metropolitian,9.22372923420255,5,34
135,29.0,4.6,Sunny,Jam,2,Meal,0.0,Metropolitian,12.16542324712338,15,17
136,29.0,4.6,Sandstorms,High,1,Snack,0.0,Urban,6.0827918933414935,0,23
137,37.0,4.9,Fog,Medium,0,Buffet,1.0,Metropolitian,4.675611017670201,10,27
138,33.0,4.7,Cloudy,High,0,Snack,0.0,Urban,6.292109292193661,10,26
139,31.0,3.9,Cloudy,Low,1,Buffet,1.0,Metropolitian,10.712365168230294,10,35
140,37.0,4.6,Windy,High,0,Drinks,1.0,Urban,6.292109292193661,5,41
141,26.0,4.4,Sandstorms,Low,0,Buffet,0.0,Metropolitian,9.31780888440238,10,23
142,24.0,4.6,Stormy,Medium,0,Snack,0.0,Metropolitian,17.142862418547377,0,30
143,23.0,4.8,Windy,Low,1,Buffet,1.0,Metropolitian,3.1460547419311484,10,19
144,36.0,4.9,Windy,Low,1,Buffet,1.0,Metropolitian,1.573027382944863,15,27
145,39.0,4.8,Cloudy,High,0,Snack,1.0,Metropolitian,6.219954319295201,15,28
146,20.0,4.7,Sandstorms,Medium,0,Drinks,1.0,Metropolitian,12.467795717001117,10,24
147,20.0,5.0,Cloudy,Jam,0,Meal,1.0,Urban,20.212924810307214,15,36
148,29.0,4.3,Sandstorms,Low,0,Buffet,0.0,Metropolitian,9.08396719888166,5,28
149,36.0,4.8,Fog,Medium,2,Drinks,1.0,Urban,17.14345745507336,5,31
150,36.0,4.0,Sunny,Jam,0,Meal,3.0,Metropolitian,13.63562288310544,5,44
151,22.0,4.8,Windy,Low,1,Drinks,1.0,Metropolitian,12.07785341005438,15,15
152,38.0,4.4,Windy,Medium,0,Buffet,1.0,Metropolitian,10.726630445648144,5,33
153,39.0,4.9,Fog,Jam,0,Buffet,0.0,Metropolitian,7.603380754200534,15,30
154,24.0,4.9,Stormy,Medium,1,Snack,1.0,Metropolitian,7.565356675275539,10,22
155,30.0,4.1,Fog,Low,0,Snack,0.0,Metropolitian,11.01119033893336,0,43
156,35.0,4.8,Fog,Medium,0,Meal,3.0,Metropolitian,13.833655777626037,10,48
157,33.0,4.5,Stormy,Low,2,Drinks,1.0,Metropolitian,13.973502187308805,0,19
158,39.0,4.7,Windy,Medium,1,Snack,1.0,Urban,10.926696517250576,5,21
159,31.0,4.3,Windy,Jam,1,Drinks,0.0,Metropolitian,12.120840242164189,10,44
160,37.0,4.5,Windy,Low,2,Drinks,0.0,Metropolitian,1.5530578023796682,15,26
161,37.0,4.7,Windy,Low,1,Buffet,1.0,Metropolitian,4.665030687484953,5,26
162,33.0,5.0,Windy,High,1,Meal,1.0,Metropolitian,1.5299773646652102,5,31
163,24.0,4.6,Stormy,Low,2,Meal,1.0,Urban,9.43816345911881,15,19
164,33.0,4.5,Sunny,Jam,1,Snack,0.0,Metropolitian,11.920498196842342,5,18
165,39.0,4.7,Fog,Medium,2,Meal,1.0,Metropolitian,10.489409529426055,0,38
166,37.0,4.6,Cloudy,Medium,1,Snack,1.0,Metropolitian,13.587342695800704,10,32
167,25.0,4.9,Sandstorms,Low,2,Meal,1.0,Metropolitian,7.685603331486901,5,17
168,28.0,4.8,Fog,Medium,1,Buffet,1.0,Urban,9.195979881385286,0,11
169,38.0,4.7,Windy,High,2,Buffet,1.0,Metropolitian,6.219835580895904,10,31
170,29.566910587697237,4.6337736972250205,Sandstorms,Medium,0,Drinks,0.0,Metropolitian,10.430509001377237,0,43
171,31.0,4.6,Windy,Medium,0,Meal,0.0,Metropolitian,9.329800443894497,10,25
172,25.0,4.8,Cloudy,Jam,2,Snack,1.0,Metropolitian,9.182420114128773,15,22
173,35.0,4.9,Fog,Jam,0,Drinks,3.0,Metropolitian,10.88406752954279,5,43
174,39.0,4.7,Fog,Jam,0,Buffet,1.0,Metropolitian,10.568579528569764,10,42
175,38.0,3.9,Stormy,Jam,1,Meal,0.0,Metropolitian,12.103860902527916,10,42
176,35.0,4.7,Fog,Jam,1,Drinks,1.0,Metropolitian,4.658621705148369,10,34
177,29.0,4.7,Sandstorms,Low,1,Snack,1.0,Metropolitian,2.982153726438129,15,17
178,27.0,4.6,Stormy,Jam,1,Snack,0.0,Metropolitian,4.56269751657414,5,25
179,38.0,4.3,Sandstorms,Jam,0,Meal,1.0,Semi-Urban,13.99430862641304,10,54
180,36.0,4.9,Windy,Low,2,Buffet,0.0,Metropolitian,10.64562980727933,0,21
181,26.0,4.0,Cloudy,High,1,Buffet,0.0,Metropolitian,6.149334461034899,0,34
182,26.0,4.1,Fog,Jam,2,Meal,1.0,Metropolitian,13.432692858132476,5,36
183,36.0,4.9,Sunny,Medium,1,Drinks,0.0,Metropolitian,9.330213202273674,10,17
184,21.0,4.7,Sunny,Low,0,Meal,1.0,Metropolitian,1.490260656260506,0,16
185,35.0,4.7,Sunny,Jam,2,Meal,1.0,Metropolitian,12.422293155151449,0,27
186,20.0,4.5,Fog,High,2,Meal,1.0,Metropolitian,6.219812615274944,5,26
187,23.0,4.6,Fog,Jam,0,Snack,2.0,Metropolitian,13.79213164566137,15,46
188,37.0,5.0,Sunny,Jam,0,Buffet,0.0,Metropolitian,9.083037533432432,10,29
189,26.0,4.8,Sandstorms,Jam,0,Snack,1.0,Metropolitian,9.318365961865826,5,23
190,29.0,5.0,Sandstorms,Low,1,Snack,0.0,Urban,12.165234904428509,15,11
191,26.0,4.9,Stormy,Medium,1,Snack,0.0,Metropolitian,16.642097727618975,15,28
192,29.0,4.8,Cloudy,Jam,0,Meal,1.0,Metropolitian,9.19583704093906,5,25
193,29.0,4.7,Sandstorms,Low,2,Snack,0.0,Metropolitian,3.0191739740860863,15,11
194,21.0,4.9,Windy,Medium,1,Meal,1.0,Metropolitian,4.396800067971059,10,26
195,22.0,4.3,Stormy,Low,0,Meal,1.0,Metropolitian,3.110035107879287,15,23
196,31.0,4.0,Fog,Medium,1,Snack,2.0,Metropolitian,11.92032372130122,15,39
197,20.0,4.5,Fog,Low,1,Snack,0.0,Metropolitian,3.117226770191815,0,11
198,30.0,3.9,Stormy,Jam,2,Drinks,0.0,Metropolitian,12.120754391845214,15,32
199,36.0,4.8,Fog,Medium,0,Snack,1.0,Metropolitian,10.871674909894836,15,43
200,24.0,4.7,Fog,Medium,1,Buffet,0.0,Metropolitian,6.220105103985613,10,13
201,32.0,4.7,Windy,Low,2,Buffet,0.0,Metropolitian,1.5549129448035826,10,25
202,25.0,5.0,Windy,Medium,1,Drinks,0.0,Metropolitian,9.315940723982044,5,27
203,27.0,4.5,Windy,Medium,2,Drinks,1.0,Metropolitian,6.1490363375454695,15,29
204,32.0,4.1,Sandstorms,Medium,0,Buffet,1.0,Metropolitian,10.87071195175296,15,33
205,23.0,4.7,Fog,Medium,1,Drinks,1.0,Urban,6.211209108185976,0,19
206,39.0,4.4,Sunny,Medium,0,Meal,1.0,Metropolitian,20.18719439332987,5,33
207,20.0,4.8,Fog,Jam,1,Snack,1.0,Metropolitian,9.43816345911881,5,28
208,20.0,4.8,Windy,Medium,2,Drinks,0.0,Metropolitian,11.923497868488806,10,15
209,29.0,4.6,Stormy,Jam,1,Meal,1.0,Metropolitian,4.495702020946215,15,29
210,26.0,4.9,Stormy,Low,2,Meal,1.0,Metropolitian,20.858272182791268,0,18
211,25.0,5.0,Stormy,Low,1,Meal,1.0,Metropolitian,1.5610633784482033,0,14
212,34.0,4.7,Windy,Medium,1,Snack,1.0,Metropolitian,6.212539253889852,0,30
213,31.0,4.9,Sunny,High,0,Snack,0.0,Metropolitian,6.177222135526613,15,28
214,24.0,4.7,Fog,Jam,0,Snack,1.0,Metropolitian,20.44934725735322,5,39
215,30.0,4.9,Cloudy,Medium,2,Meal,0.0,Metropolitian,13.834426296079153,0,30
216,36.0,4.8,Sandstorms,Medium,0,Buffet,1.0,Metropolitian,19.379827688929165,5,36
217,36.0,4.4,Fog,Low,0,Snack,0.0,Metropolitian,20.86366284110468,15,37
218,26.0,4.7,Cloudy,Jam,0,Meal,1.0,Metropolitian,20.85810317487925,5,43
219,30.0,4.6,Sunny,Low,2,Buffet,1.0,Metropolitian,16.66519312670474,10,29
220,20.0,4.8,Stormy,Medium,2,Drinks,1.0,Metropolitian,4.719082053000275,0,25
221,33.0,4.7,Fog,Medium,2,Buffet,1.0,Urban,7.765037094362605,15,15
222,29.566910587697237,4.6337736972250205,Sandstorms,Jam,1,Snack,0.0,Metropolitian,11.01119033893336,0,24
223,34.0,4.0,Windy,Jam,0,Snack,2.0,Metropolitian,13.77117673359396,5,39
224,36.0,4.6,Windy,Low,0,Buffet,1.0,Metropolitian,12.297536935125184,10,20
225,33.0,4.6,Fog,Low,1,Buffet,1.0,Metropolitian,2.9855742139628814,0,15
226,22.0,4.8,Sandstorms,Low,1,Drinks,1.0,Metropolitian,16.793546079391746,0,16
227,38.0,4.7,Sunny,Low,2,Drinks,1.0,Metropolitian,1.5325037104239472,0,19
228,27.0,4.9,Fog,Low,2,Drinks,0.0,Metropolitian,12.42530721771381,15,20
229,32.0,4.8,Sunny,Jam,2,Meal,1.0,Metropolitian,10.44805500500273,0,25
230,26.0,4.8,Cloudy,Jam,0,Snack,1.0,Metropolitian,12.424649202738818,10,43
231,29.0,4.5,Windy,Low,0,Drinks,0.0,Urban,19.665545046366127,10,15
232,31.0,4.5,Sunny,Jam,0,Buffet,0.0,Urban,12.468102593733404,15,29
233,28.0,4.6,Stormy,High,2,Drinks,0.0,Metropolitian,6.1481731023295145,15,14
234,21.0,4.8,Sunny,Medium,1,Buffet,1.0,Metropolitian,8.931889929867756,0,11
235,21.0,4.0,Sandstorms,Low,0,Buffet,0.0,Metropolitian,7.792807694184979,5,19
236,30.0,4.9,Windy,Low,1,Drinks,1.0,Metropolitian,12.584217051037724,10,29
237,29.0,4.7,Cloudy,Medium,2,Buffet,1.0,Urban,5.9939777684446565,5,11
238,20.0,4.8,Sunny,High,1,Snack,0.0,Metropolitian,1.530203499808631,10,14
239,28.0,5.0,Windy,Low,0,Snack,0.0,Urban,13.740254197171176,10,15
240,25.0,4.7,Sandstorms,Low,0,Meal,1.0,Metropolitian,10.708920638115403,10,16
241,29.566910587697237,4.6337736972250205,Fog,Low,3,Buffet,1.0,Urban,16.857855864257914,0,43
242,38.0,4.8,Stormy,Low,1,Buffet,1.0,Metropolitian,3.1057784209210757,5,20
243,39.0,4.9,Stormy,Low,1,Drinks,1.0,Metropolitian,4.611520259278331,10,26
244,26.0,4.9,Windy,Medium,1,Snack,0.0,Metropolitian,9.124964437936915,5,26
245,33.0,4.4,Windy,Jam,1,Meal,0.0,Urban,10.909460272103354,15,43
246,24.0,4.6,Sandstorms,Medium,0,Snack,1.0,Urban,9.09086673098934,10,25
247,24.0,4.9,Fog,Medium,0,Buffet,1.0,Metropolitian,6.2342598403225935,10,28
248,33.0,4.5,Stormy,Low,2,Buffet,0.0,Metropolitian,13.61583969865063,15,17
249,35.0,4.2,Windy,Jam,1,Drinks,1.0,Metropolitian,13.615701563583302,10,44
250,27.0,4.2,Stormy,Jam,0,Buffet,1.0,Metropolitian,13.7682170069315,5,33
251,29.566910587697237,4.6337736972250205,Cloudy,Medium,1,Snack,1.0,Urban,7.763786867118201,5,19
252,29.0,4.5,Sunny,Medium,0,Snack,0.0,Metropolitian,4.659053717568829,5,15
253,34.0,4.7,Fog,Low,1,Buffet,1.0,Metropolitian,19.349559572557343,10,27
254,20.0,4.7,Cloudy,High,2,Meal,1.0,Metropolitian,2.985449465396969,15,25
255,29.0,4.8,Sunny,High,1,Drinks,1.0,Metropolitian,6.060778321100242,5,18
256,22.0,4.9,Stormy,Medium,2,Snack,0.0,Metropolitian,9.090937045889628,5,21
257,35.0,4.9,Cloudy,Jam,0,Buffet,2.0,Metropolitian,10.420335941289602,15,53
258,32.0,4.4,Sandstorms,Jam,0,Drinks,3.0,Metropolitian,17.170222329588473,10,42
259,28.0,4.9,Sunny,Jam,2,Snack,1.0,Metropolitian,16.11893091831208,15,20
260,30.0,4.7,Fog,Low,1,Meal,0.0,Metropolitian,20.26004442658056,10,29
261,22.0,4.7,Stormy,Jam,2,Snack,0.0,Urban,17.081619522404715,10,15
262,36.0,4.7,Fog,Medium,0,Buffet,1.0,Metropolitian,7.792807694184979,15,30
263,23.0,4.8,Windy,Jam,0,Snack,1.0,Metropolitian,19.76839361312463,5,28
264,22.0,4.8,Stormy,Low,2,Drinks,1.0,Metropolitian,3.026009443497836,0,19
265,29.0,4.5,Sandstorms,Low,2,Meal,1.0,Metropolitian,19.84578952589093,10,15
266,34.0,4.9,Sandstorms,Jam,0,Buffet,3.0,Urban,17.080954813692976,15,50
267,38.0,4.1,Stormy,High,0,Buffet,1.0,Metropolitian,1.5531875433478068,5,41
268,35.0,5.0,Fog,Medium,0,Snack,1.0,Metropolitian,11.01119033893336,10,37
269,38.0,4.7,Cloudy,Jam,2,Drinks,1.0,Metropolitian,9.43816345911881,15,28
270,32.0,4.3,Cloudy,Medium,1,Meal,2.0,Metropolitian,10.283800126209378,15,35
271,20.0,4.5,Windy,Jam,2,Buffet,1.0,Metropolitian,10.87071195175296,10,27
272,25.0,4.9,Fog,Jam,0,Buffet,2.0,Metropolitian,12.421585755242036,5,43
273,29.0,4.5,Fog,Low,2,Meal,0.0,Metropolitian,8.94066667711692,10,12
275,39.0,4.1,Cloudy,Jam,1,Drinks,2.0,Metropolitian,20.44934725735322,5,39
276,31.0,4.4,Stormy,Jam,0,Buffet,1.0,Urban,16.66533810583844,5,47
277,37.0,4.5,Fog,Low,0,Buffet,1.0,Urban,7.603771978882453,5,26
278,36.0,4.9,Cloudy,Medium,2,Snack,1.0,Metropolitian,13.187902292323392,15,31
279,37.0,3.8,Sandstorms,Jam,1,Snack,1.0,Metropolitian,20.863381153473256,10,42
281,38.0,4.9,Cloudy,High,2,Snack,0.0,Metropolitian,6.234329486380044,10,25
282,37.0,4.4,Sandstorms,Jam,0,Drinks,1.0,Metropolitian,11.908602691803884,0,39
283,21.0,4.9,Fog,Low,2,Buffet,1.0,Metropolitian,13.686459986596644,10,21
284,35.0,4.9,Fog,Medium,2,Meal,0.0,Metropolitian,4.470765259894503,5,18
285,22.0,4.8,Sandstorms,Jam,1,Snack,1.0,Urban,13.4105640114052,15,22
286,28.0,4.8,Fog,Low,0,Buffet,1.0,Metropolitian,3.0746089136212844,15,23
287,39.0,4.0,Stormy,Medium,0,Drinks,0.0,Metropolitian,20.212924810307214,10,48
288,29.0,4.5,Windy,Low,1,Snack,0.0,Urban,12.423623703844443,15,13
289,39.0,4.6,Sandstorms,High,2,Drinks,1.0,Metropolitian,3.105778378140619,10,32
290,25.0,4.9,Sandstorms,Jam,2,Snack,0.0,Urban,20.21265963306225,5,16
